Gene_name,Gene_name,biotype,gene_length,Ensembl_ID
CG15358,CG15358,protein_coding,1207,FBgn0031373
Wdr62,Wdr62,protein_coding,11222,FBgn0031374
tRNA:Gly-GCC-1-1,tRNA:Gly-GCC-1-1,tRNA,71,FBgn0011859
CG15357,CG15357,protein_coding,560,FBgn0040719
CG33673,CG33673,protein_coding,798,FBgn0053673
erm,erm,protein_coding,3291,FBgn0031375
tRNA:Arg-TCT-2-1,tRNA:Arg-TCT-2-1,tRNA,73,FBgn0051942
Der-1,Der-1,protein_coding,1243,FBgn0267972
CG15356,CG15356,protein_coding,4294,FBgn0031377
CG15362,CG15362,protein_coding,813,FBgn0031378
CG7289,CG7289,protein_coding,2130,FBgn0031379
Got2,Got2,protein_coding,1734,FBgn0001125
Npc2a,Npc2a,protein_coding,651,FBgn0031381
lncRNA:CR42874,lncRNA:CR42874,ncRNA,1374,FBgn0262148
Obp22a,Obp22a,protein_coding,727,FBgn0043539
CG33543,CG33543,protein_coding,2777,FBgn0053543
asRNA:CR43464,asRNA:CR43464,ncRNA,2447,FBgn0263441
CG15353,CG15353,protein_coding,350,FBgn0040718
asRNA:CR45712,asRNA:CR45712,ncRNA,822,FBgn0267276
Nplp4,Nplp4,protein_coding,528,FBgn0040717
tRNA:Gln-CTG-2-2,tRNA:Gln-CTG-2-2,tRNA,72,FBgn0051943
tRNA:Gln-CTG-2-3,tRNA:Gln-CTG-2-3,tRNA,72,FBgn0051944
CG4238,CG4238,protein_coding,4668,FBgn0031384
tRNA:Gln-CTG-2-4,tRNA:Gln-CTG-2-4,tRNA,72,FBgn0051939
tRNA:Gln-CTG-3-1,tRNA:Gln-CTG-3-1,tRNA,72,FBgn0051940
tRNA:Gln-CTG-2-5,tRNA:Gln-CTG-2-5,tRNA,72,FBgn0051669
snoRNA:Or-CD14,snoRNA:Or-CD14,snoRNA,127,FBgn0286732
tRNA:Gly-GCC-1-2,tRNA:Gly-GCC-1-2,tRNA,71,FBgn0011860
CG42296,CG42296,protein_coding,3206,FBgn0259192
lectin-22C,lectin-22C,protein_coding,857,FBgn0259230
Su(dx),Su(dx),protein_coding,4798,FBgn0003557
lncRNA:CR45298,lncRNA:CR45298,ncRNA,865,FBgn0266836
Kebab,Kebab,protein_coding,2240,FBgn0028952
Or22c,Or22c,protein_coding,1209,FBgn0026396
dpr3,dpr3,protein_coding,3160,FBgn0053516
CG12674,CG12674,protein_coding,1219,FBgn0031388
lncRNA:CR44808,lncRNA:CR44808,ncRNA,317,FBgn0266043
lncRNA:CR44055,lncRNA:CR44055,ncRNA,1006,FBgn0264864
CG4259,CG4259,protein_coding,1867,FBgn0031389
GlyP,GlyP,protein_coding,3144,FBgn0004507
tho2,tho2,protein_coding,5404,FBgn0031390
CG11723,CG11723,protein_coding,1907,FBgn0031391
TBCD,TBCD,protein_coding,3910,FBgn0027509
AIF,AIF,protein_coding,2993,FBgn0031392
CG15382,CG15382,protein_coding,1038,FBgn0031393
aop,aop,protein_coding,5454,FBgn0000097
lncRNA:CR43751,lncRNA:CR43751,ncRNA,3405,FBgn0265017
lncRNA:CR44066,lncRNA:CR44066,ncRNA,996,FBgn0264875
tRNA:Arg-TCT-3-1,tRNA:Arg-TCT-3-1,tRNA,73,FBgn0051946
lncRNA:CR45290,lncRNA:CR45290,ncRNA,598,FBgn0266828
CG10874,CG10874,protein_coding,1586,FBgn0031395
asRNA:CR44065,asRNA:CR44065,ncRNA,1082,FBgn0264874
CG34172,CG34172,protein_coding,943,FBgn0085201
CG31668,CG31668,protein_coding,1963,FBgn0051668
CG33124,CG33124,protein_coding,2094,FBgn0053124
CG15385,CG15385,protein_coding,2635,FBgn0031397
Uch,Uch,protein_coding,1196,FBgn0010288
CG34174,CG34174,protein_coding,720,FBgn0085203
daed,daed,protein_coding,1285,FBgn0031398
CG42371,CG42371,protein_coding,691,FBgn0259717
CG15386,CG15386,protein_coding,691,FBgn0040715
mio,mio,protein_coding,2956,FBgn0031399
papi,papi,protein_coding,2692,FBgn0031401
CG15387,CG15387,protein_coding,693,FBgn0031403
sau,sau,protein_coding,2585,FBgn0267378
asRNA:CR44114,asRNA:CR44114,ncRNA,794,FBgn0264945
Sec24CD,Sec24CD,protein_coding,4827,FBgn0262126
asRNA:CR44115,asRNA:CR44115,ncRNA,676,FBgn0264946
Tengl3,Tengl3,protein_coding,1114,FBgn0051679
Tengl2,Tengl2,protein_coding,1018,FBgn0052463
Tengl1,Tengl1,protein_coding,1108,FBgn0051682
CG4267,CG4267,protein_coding,2182,FBgn0264979
lncRNA:CR42859,lncRNA:CR42859,ncRNA,2104,FBgn0262106
Ser12,Ser12,protein_coding,845,FBgn0011832
CG17239,CG17239,protein_coding,832,FBgn0042186
CG17234,CG17234,protein_coding,808,FBgn0042187
Send1,Send1,protein_coding,875,FBgn0031406
lncRNA:CR44787,lncRNA:CR44787,ncRNA,366,FBgn0266022
lncRNA:CR44788,lncRNA:CR44788,ncRNA,335,FBgn0266023
CG4270,CG4270,protein_coding,729,FBgn0031407
CG34049,CG34049,protein_coding,967,FBgn0054049
CG17242,CG17242,protein_coding,1035,FBgn0250841
lncRNA:CR43753,lncRNA:CR43753,ncRNA,2875,FBgn0264084
lncRNA:CR43754,lncRNA:CR43754,ncRNA,1130,FBgn0264085
CG4271,CG4271,protein_coding,764,FBgn0031409
CG31681,CG31681,protein_coding,949,FBgn0051681
CG42658,CG42658,protein_coding,765,FBgn0261523
CG17237,CG17237,protein_coding,914,FBgn0031410
robl22E,robl22E,protein_coding,510,FBgn0028570
CG31949,CG31949,protein_coding,786,FBgn0051949
CG16995,CG16995,protein_coding,721,FBgn0031412
CG9967,CG9967,protein_coding,1783,FBgn0031413
eys,eys,protein_coding,8481,FBgn0031414
Rab5,Rab5,protein_coding,3146,FBgn0014010
Axud1,Axud1,protein_coding,4318,FBgn0261647
CG3597,CG3597,protein_coding,1229,FBgn0031417
CG3609,CG3609,protein_coding,1364,FBgn0031418
CG15390,CG15390,protein_coding,929,FBgn0031419
asRNA:CR44982,asRNA:CR44982,ncRNA,549,FBgn0266317
Atxn7,Atxn7,protein_coding,4078,FBgn0031420
Eogt,Eogt,protein_coding,1869,FBgn0264672
PIG-Wa,PIG-Wa,protein_coding,1493,FBgn0031422
CG3557,CG3557,protein_coding,977,FBgn0031423
CG43750,CG43750,protein_coding,1112,FBgn0264081
CG46448,CG46448,protein_coding,446,FBgn0287218
VGlut,VGlut,protein_coding,5716,FBgn0031424
CG18641,CG18641,protein_coding,1790,FBgn0031426
CG31948,CG31948,protein_coding,1362,FBgn0051948
CG34448,CG34448,protein_coding,1052,FBgn0085477
CG34447,CG34447,protein_coding,1472,FBgn0085476
CG9886,CG9886,protein_coding,3762,FBgn0031428
CG44139,CG44139,protein_coding,245,FBgn0264988
lncRNA:CR44912,lncRNA:CR44912,ncRNA,832,FBgn0266217
dpp,dpp,protein_coding,5214,FBgn0000490
tRNA:Tyr-GTA-1-2,tRNA:Tyr-GTA-1-2,tRNA,73,FBgn0012017
tRNA:Tyr-GTA-1-3,tRNA:Tyr-GTA-1-3,tRNA,73,FBgn0012016
lncRNA:CR45286,lncRNA:CR45286,ncRNA,1335,FBgn0266824
Slh,Slh,protein_coding,4220,FBgn0264978
oaf,oaf,protein_coding,3223,FBgn0011818
lncRNA:CR44607,lncRNA:CR44607,ncRNA,285,FBgn0265818
CG3528,CG3528,protein_coding,883,FBgn0031430
asRNA:CR46069,asRNA:CR46069,ncRNA,1568,FBgn0267738
lncRNA:CR44112,lncRNA:CR44112,ncRNA,571,FBgn0264943
CG3515,CG3515,protein_coding,1511,FBgn0031431
lncRNA:CR44113,lncRNA:CR44113,ncRNA,340,FBgn0264944
Cyp309a1,Cyp309a1,protein_coding,1997,FBgn0031432
Cyp309a2,Cyp309a2,protein_coding,1844,FBgn0041337
Rad1,Rad1,protein_coding,1484,FBgn0026778
Sws1,Sws1,protein_coding,1484,FBgn0085343
insv,insv,protein_coding,1654,FBgn0031434
Elba2,Elba2,protein_coding,1493,FBgn0031435
ND-B17.2,ND-B17.2,protein_coding,733,FBgn0031436
Arpc5,Arpc5,protein_coding,1070,FBgn0031437
Drp1,Drp1,protein_coding,2868,FBgn0026479
CG15394,CG15394,protein_coding,785,FBgn0250835
lncRNA:CR44790,lncRNA:CR44790,ncRNA,843,FBgn0266025
lncRNA:CR44789,lncRNA:CR44789,ncRNA,689,FBgn0266024
CG15395,CG15395,protein_coding,1234,FBgn0031440
CG43403,CG43403,protein_coding,596,FBgn0263322
lncRNA:TS11,lncRNA:TS11,ncRNA,2531,FBgn0267269
lncRNA:CR46328,lncRNA:CR46328,ncRNA,872,FBgn0284414
lncRNA:TS4,lncRNA:TS4,ncRNA,897,FBgn0284413
lncRNA:CR43852,lncRNA:CR43852,ncRNA,252,FBgn0264434
CG9962,CG9962,protein_coding,1144,FBgn0031441
CG43851,CG43851,protein_coding,476,FBgn0264433
CG33125,CG33125,protein_coding,3995,FBgn0053125
Prosbeta4R1,Prosbeta4R1,protein_coding,830,FBgn0031442
Or23a,Or23a,protein_coding,1363,FBgn0026395
Prosbeta4R2,Prosbeta4R2,protein_coding,1647,FBgn0031443
Trf4,Trf4,protein_coding,1147,FBgn0031444
CR46404,CR46404,pseudogene,395,FBgn0286882
Gr23a,Gr23a,protein_coding,2022,FBgn0041248
CG31690,CG31690,protein_coding,3248,FBgn0051690
Trf5,Trf5,protein_coding,994,FBgn0031446
CG31689,CG31689,protein_coding,3301,FBgn0031449
mir-4914,mir-4914,pre_miRNA,94,FBgn0263564
Hrs,Hrs,protein_coding,2820,FBgn0031450
CG9961,CG9961,protein_coding,1440,FBgn0031451
Cwc25,Cwc25,protein_coding,1730,FBgn0031452
Pgk,Pgk,protein_coding,2112,FBgn0250906
Bacc,Bacc,protein_coding,2718,FBgn0031453
lncRNA:CR44772,lncRNA:CR44772,ncRNA,237,FBgn0265997
HemK2,HemK2,protein_coding,1251,FBgn0031454
Snapin,Snapin,protein_coding,1251,FBgn0031455
Tnpo-SR,Tnpo-SR,protein_coding,3586,FBgn0031456
Snx21,Snx21,protein_coding,2034,FBgn0031457
aph-1,aph-1,protein_coding,990,FBgn0031458
Taf10b,Taf10b,protein_coding,560,FBgn0026324
Taf10,Taf10,protein_coding,664,FBgn0028398
colt,colt,protein_coding,1480,FBgn0019830
HINT1,HINT1,protein_coding,709,FBgn0031459
CG15399,CG15399,protein_coding,824,FBgn0031460
Syt1,Syt1,protein_coding,7190,FBgn0004242
lncRNA:CR43821,lncRNA:CR43821,ncRNA,490,FBgn0264369
daw,daw,protein_coding,3265,FBgn0031461
CG2964,CG2964,protein_coding,1930,FBgn0031462
G6P,G6P,protein_coding,1194,FBgn0031463
Duox,Duox,protein_coding,5336,FBgn0283531
CG3123,CG3123,protein_coding,1961,FBgn0031465
CG3119,CG3119,protein_coding,1293,FBgn0031466
Cpr23B,Cpr23B,protein_coding,1066,FBgn0031467
asRNA:CR45342,asRNA:CR45342,ncRNA,202,FBgn0266881
CG2975,CG2975,protein_coding,1884,FBgn0031468
CG18558,CG18558,protein_coding,1813,FBgn0031469
CG18557,CG18557,protein_coding,1073,FBgn0031470
CG3117,CG3117,protein_coding,1217,FBgn0031471
CG2983,CG2983,protein_coding,1307,FBgn0031472
CG3104,CG3104,protein_coding,2799,FBgn0031473
RpS21,RpS21,protein_coding,842,FBgn0015521
CG2991,CG2991,protein_coding,3392,FBgn0031474
CG31694,CG31694,protein_coding,2639,FBgn0051694
CG8813,CG8813,protein_coding,998,FBgn0031476
CG8814,CG8814,protein_coding,1785,FBgn0031478
Prx6005,Prx6005,protein_coding,861,FBgn0031479
Sbat,Sbat,protein_coding,658,FBgn0051950
betaggt-II,betaggt-II,protein_coding,1433,FBgn0028970
NTPase,NTPase,protein_coding,2802,FBgn0024947
lilli,lilli,protein_coding,10614,FBgn0041111
Rbp9,Rbp9,protein_coding,8054,FBgn0010263
Ts,Ts,protein_coding,1346,FBgn0024920
Rrp1,Rrp1,protein_coding,2551,FBgn0004584
gammaTub23C,gammaTub23C,protein_coding,1850,FBgn0260639
CG9641,CG9641,protein_coding,1933,FBgn0031483
CG3165,CG3165,protein_coding,1323,FBgn0031484
CG9643,CG9643,protein_coding,878,FBgn0031485
Chd1,Chd1,protein_coding,6565,FBgn0250786
Bem46,Bem46,protein_coding,1710,FBgn0025109
okr,okr,protein_coding,2878,FBgn0002989
CG3558,CG3558,protein_coding,4333,FBgn0025681
Ccdc85,Ccdc85,protein_coding,3261,FBgn0031488
CG17224,CG17224,protein_coding,1577,FBgn0031489
CG17264,CG17264,protein_coding,2794,FBgn0031490
alpha4GT1,alpha4GT1,protein_coding,1714,FBgn0031491
CG3542,CG3542,protein_coding,2906,FBgn0031492
Sf3b2,Sf3b2,protein_coding,2684,FBgn0031493
CG17219,CG17219,protein_coding,1253,FBgn0031494
asRNA:CR44147,asRNA:CR44147,ncRNA,492,FBgn0264996
GABPI,GABPI,protein_coding,1702,FBgn0031495
CG17258,CG17258,protein_coding,2863,FBgn0031496
SerRS,SerRS,protein_coding,1911,FBgn0031497
CG17260,CG17260,protein_coding,1425,FBgn0031498
cnir,cnir,protein_coding,871,FBgn0243513
CG17221,CG17221,protein_coding,1709,FBgn0031500
CG17261,CG17261,protein_coding,869,FBgn0031501
FASN2,FASN2,protein_coding,8161,FBgn0042627
snRNA:LU,snRNA:LU,snRNA,116,FBgn0263847
snRNA:U5:23D,snRNA:U5:23D,snRNA,131,FBgn0003934
FASN1,FASN1,protein_coding,8744,FBgn0283427
toc,toc,protein_coding,11265,FBgn0015600
PpD6,PpD6,protein_coding,1327,FBgn0005779
CG15403,CG15403,protein_coding,855,FBgn0031504
ND-B14.5B,ND-B14.5B,protein_coding,762,FBgn0031505
Mad,Mad,protein_coding,3412,FBgn0011648
gkt,gkt,protein_coding,2221,FBgn0260817
CR31953,CR31953,pseudogene,715,FBgn0051953
Hydr2,Hydr2,protein_coding,2857,FBgn0014906
tRNA:Ser-AGA-2-3,tRNA:Ser-AGA-2-3,tRNA,82,FBgn0011985
CG44002,CG44002,protein_coding,1273,FBgn0264744
CR44003,CR44003,pseudogene,1709,FBgn0264745
tRNA:Ser-AGA-2-4,tRNA:Ser-AGA-2-4,tRNA,82,FBgn0011984
CG31698,CG31698,protein_coding,569,FBgn0051698
CG15404,CG15404,protein_coding,468,FBgn0031512
CG34393,CG34393,protein_coding,2982,FBgn0085422
lncRNA:CR45336,lncRNA:CR45336,ncRNA,642,FBgn0266875
lncRNA:CR45337,lncRNA:CR45337,ncRNA,309,FBgn0266876
lncRNA:CR45338,lncRNA:CR45338,ncRNA,370,FBgn0266877
lncRNA:CR45706,lncRNA:CR45706,ncRNA,1547,FBgn0267270
lncRNA:CR44484,lncRNA:CR44484,ncRNA,378,FBgn0265677
CG3347,CG3347,protein_coding,2192,FBgn0031513
OtopLb,OtopLb,protein_coding,2883,FBgn0031514
lncRNA:CR44485,lncRNA:CR44485,ncRNA,770,FBgn0265678
CG9664,CG9664,protein_coding,3135,FBgn0031515
CG9663,CG9663,protein_coding,3062,FBgn0031516
CG3277,CG3277,protein_coding,3475,FBgn0031518
CG15406,CG15406,protein_coding,1646,FBgn0031517
Fign,Fign,protein_coding,2364,FBgn0031519
CG8837,CG8837,protein_coding,1838,FBgn0031520
CG33281,CG33281,protein_coding,1594,FBgn0053281
CG33282,CG33282,protein_coding,1583,FBgn0053282
CG3285,CG3285,protein_coding,1631,FBgn0031522
CG15408,CG15408,protein_coding,1565,FBgn0031523
E23,E23,protein_coding,5149,FBgn0020445
CG8838,CG8838,protein_coding,973,FBgn0031526
GramD1B,GramD1B,protein_coding,7122,FBgn0085423
CG15412,CG15412,protein_coding,1889,FBgn0031528
CG9662,CG9662,protein_coding,846,FBgn0031529
Ptpa,Ptpa,protein_coding,1393,FBgn0016698
lncRNA:CR45301,lncRNA:CR45301,ncRNA,416,FBgn0266839
Sfp23F,Sfp23F,protein_coding,322,FBgn0259949
CG42460,CG42460,protein_coding,553,FBgn0259950
lncRNA:CR44791,lncRNA:CR44791,ncRNA,406,FBgn0266026
asRNA:TS15,asRNA:TS15,ncRNA,1122,FBgn0266027
CG34175,CG34175,protein_coding,662,FBgn0085204
Pgant2,Pgant2,protein_coding,3575,FBgn0031530
CG8840,CG8840,protein_coding,640,FBgn0031531
CG31952,CG31952,protein_coding,1376,FBgn0051952
CG2772,CG2772,protein_coding,1338,FBgn0031533
Snx1,Snx1,protein_coding,2028,FBgn0031534
CG12795,CG12795,protein_coding,1072,FBgn0031535
Cog3,Cog3,protein_coding,2973,FBgn0031536
Sec5,Sec5,protein_coding,2885,FBgn0266670
CG3246,CG3246,protein_coding,1511,FBgn0031538
msl-2,msl-2,protein_coding,3843,FBgn0005616
mir-4971,mir-4971,pre_miRNA,111,FBgn0263526
ND-PDSW,ND-PDSW,protein_coding,738,FBgn0021967
Pif1,Pif1,protein_coding,2611,FBgn0031540
CG31776,CG31776,protein_coding,1964,FBgn0051776
Pgant4,Pgant4,protein_coding,2543,FBgn0051956
lncRNA:CR45372,lncRNA:CR45372,ncRNA,694,FBgn0266912
lncRNA:CR43928,lncRNA:CR43928,ncRNA,1241,FBgn0264549
Thor,Thor,protein_coding,755,FBgn0261560
CG15414,CG15414,protein_coding,1402,FBgn0031542
tim,tim,protein_coding,6181,FBgn0014396
snoRNA:Or-CD16,snoRNA:Or-CD16,ncRNA,151,FBgn0286737
lncRNA:CR45299,lncRNA:CR45299,ncRNA,439,FBgn0266837
CG31954,CG31954,protein_coding,978,FBgn0051954
asRNA:CR45300,asRNA:CR45300,ncRNA,342,FBgn0266838
LeuRS,LeuRS,protein_coding,3934,FBgn0284253
CG17593,CG17593,protein_coding,1832,FBgn0031544
CG3213,CG3213,protein_coding,2379,FBgn0031545
CG8851,CG8851,protein_coding,2547,FBgn0031546
Sr-CIV,Sr-CIV,protein_coding,1390,FBgn0031547
CG8852,CG8852,protein_coding,2398,FBgn0031548
Spindly,Spindly,protein_coding,2543,FBgn0031549
IFT57,IFT57,protein_coding,1484,FBgn0031550
lncRNA:CR44308,lncRNA:CR44308,ncRNA,427,FBgn0265367
drm,drm,protein_coding,2817,FBgn0024244
lncRNA:CR44309,lncRNA:CR44309,ncRNA,1035,FBgn0265368
lncRNA:CR44747,lncRNA:CR44747,ncRNA,233,FBgn0265960
lncRNA:CR43822,lncRNA:CR43822,ncRNA,457,FBgn0264370
CG43815,CG43815,protein_coding,414,FBgn0264363
sob,sob,protein_coding,2611,FBgn0004892
lncRNA:TS2,lncRNA:TS2,ncRNA,402,FBgn0284410
lncRNA:CR43823,lncRNA:CR43823,ncRNA,1704,FBgn0264371
odd,odd,protein_coding,2347,FBgn0002985
lncRNA:CR44310,lncRNA:CR44310,ncRNA,1324,FBgn0265369
Ugt36A1,Ugt36A1,protein_coding,2303,FBgn0015663
CG15418,CG15418,protein_coding,531,FBgn0031554
for,for,protein_coding,6929,FBgn0000721
mir-4972,mir-4972,pre_miRNA,107,FBgn0263523
Drgx,Drgx,protein_coding,2989,FBgn0085369
Sfp24Ba,Sfp24Ba,protein_coding,522,FBgn0259951
Sfp24Bd,Sfp24Bd,protein_coding,384,FBgn0259953
Sfp24Bb,Sfp24Bb,protein_coding,456,FBgn0259952
Sfp24Bc,Sfp24Bc,protein_coding,386,FBgn0261054
CG16704,CG16704,protein_coding,350,FBgn0031558
CG3513,CG3513,protein_coding,423,FBgn0031559
Acp24A4,Acp24A4,protein_coding,653,FBgn0051779
CR43364,CR43364,pseudogene,252,FBgn0263096
CG43165,CG43165,protein_coding,532,FBgn0262721
CG16713,CG16713,protein_coding,325,FBgn0031560
IM33,IM33,protein_coding,381,FBgn0031561
CG3604,CG3604,protein_coding,631,FBgn0031562
CG10031,CG10031,protein_coding,577,FBgn0031563
CG42464,CG42464,protein_coding,300,FBgn0259954
CG42465,CG42465,protein_coding,401,FBgn0259955
Sfp24C1,Sfp24C1,protein_coding,363,FBgn0259956
CG42467,CG42467,protein_coding,361,FBgn0259957
CG43145,CG43145,protein_coding,361,FBgn0262621
lncRNA:CR44311,lncRNA:CR44311,ncRNA,334,FBgn0265370
CG2816,CG2816,protein_coding,542,FBgn0031564
CG31778,CG31778,protein_coding,1137,FBgn0051778
CG31777,CG31777,protein_coding,383,FBgn0051777
cutlet,cutlet,protein_coding,3236,FBgn0015376
CG31955,CG31955,protein_coding,1088,FBgn0051955
CG2818,CG2818,protein_coding,2896,FBgn0031566
lectin-24A,lectin-24A,protein_coding,974,FBgn0040104
Shaw,Shaw,protein_coding,5000,FBgn0003386
CG10019,CG10019,protein_coding,6532,FBgn0031568
CG43707,CG43707,protein_coding,8942,FBgn0263846
CG43703,CG43703,protein_coding,318,FBgn0263842
mir-1004,mir-1004,pre_miRNA,68,FBgn0262392
lncRNA:CR43704,lncRNA:CR43704,ncRNA,529,FBgn0263843
bowl,bowl,protein_coding,4280,FBgn0004893
CG31960,CG31960,protein_coding,676,FBgn0051960
CR31958,CR31958,pseudogene,606,FBgn0051958
bark,bark,protein_coding,10223,FBgn0031571
Reph,Reph,protein_coding,4890,FBgn0021800
CG3407,CG3407,protein_coding,2418,FBgn0031573
lncRNA:CR44076,lncRNA:CR44076,ncRNA,511,FBgn0264885
lncRNA:CR44077,lncRNA:CR44077,ncRNA,811,FBgn0264886
slp1,slp1,protein_coding,1425,FBgn0003430
slp2,slp2,protein_coding,2346,FBgn0004567
lncRNA:CR44983,lncRNA:CR44983,ncRNA,532,FBgn0266318
lncRNA:CR45451,lncRNA:CR45451,ncRNA,532,FBgn0267007
lncRNA:CR45449,lncRNA:CR45449,ncRNA,649,FBgn0267005
lncRNA:CR45450,lncRNA:CR45450,ncRNA,695,FBgn0267006
lncRNA:CR44078,lncRNA:CR44078,ncRNA,566,FBgn0264887
TTLL4B,TTLL4B,protein_coding,3758,FBgn0031574
Cep97,Cep97,protein_coding,2977,FBgn0031575
CG31957,CG31957,protein_coding,885,FBgn0051957
capu,capu,protein_coding,6240,FBgn0000256
fred,fred,protein_coding,7521,FBgn0051774
CG31773,CG31773,protein_coding,2493,FBgn0051773
CG43797,CG43797,protein_coding,789,FBgn0264341
lncRNA:CR45344,lncRNA:CR45344,ncRNA,537,FBgn0266883
CG34176,CG34176,protein_coding,401,FBgn0085205
CG15422,CG15422,protein_coding,687,FBgn0031579
CG15423,CG15423,protein_coding,566,FBgn0031580
CG43773,CG43773,protein_coding,295,FBgn0264295
CG43774,CG43774,protein_coding,438,FBgn0264296
ed,ed,protein_coding,6425,FBgn0000547
asRNA:CR44984,asRNA:CR44984,ncRNA,955,FBgn0266319
snoRNA:Me28S-C437,snoRNA:Me28S-C437,snoRNA,116,FBgn0086032
Sr-CIII,Sr-CIII,protein_coding,1168,FBgn0020376
Sr-CI,Sr-CI,protein_coding,2202,FBgn0014033
CG2955,CG2955,protein_coding,1925,FBgn0031585
Or24a,Or24a,protein_coding,1197,FBgn0026394
lncRNA:CR45791,lncRNA:CR45791,ncRNA,697,FBgn0267441
lncRNA:CR44057,lncRNA:CR44057,ncRNA,552,FBgn0264866
TBCC,TBCC,protein_coding,1477,FBgn0051961
lectin-24Db,lectin-24Db,protein_coding,1162,FBgn0040102
Naprt,Naprt,protein_coding,3288,FBgn0031589
ft,ft,protein_coding,16852,FBgn0001075
CG3702,CG3702,protein_coding,2369,FBgn0031590
RpL40,RpL40,protein_coding,659,FBgn0003941
lncRNA:CR44608,lncRNA:CR44608,ncRNA,538,FBgn0265819
lncRNA:CR45720,lncRNA:CR45720,ncRNA,807,FBgn0267284
lncRNA:CR44058,lncRNA:CR44058,ncRNA,1241,FBgn0264867
lncRNA:CR44059,lncRNA:CR44059,ncRNA,1071,FBgn0264868
lncRNA:CR45294,lncRNA:CR45294,ncRNA,366,FBgn0266832
lncRNA:CR45295,lncRNA:CR45295,ncRNA,388,FBgn0266833
lncRNA:CR45296,lncRNA:CR45296,ncRNA,498,FBgn0266834
CG15425,CG15425,protein_coding,795,FBgn0265269
lncRNA:CR44080,lncRNA:CR44080,ncRNA,1094,FBgn0264889
Art2,Art2,protein_coding,1595,FBgn0031592
tutl,tutl,protein_coding,9888,FBgn0010473
bdl,bdl,protein_coding,2730,FBgn0028482
Atet,Atet,protein_coding,5244,FBgn0020762
mir-1005,mir-1005,pre_miRNA,61,FBgn0262375
lncRNA:CR44697,lncRNA:CR44697,ncRNA,395,FBgn0265908
lncRNA:CR44698,lncRNA:CR44698,ncRNA,361,FBgn0265909
lncRNA:CR44699,lncRNA:CR44699,ncRNA,426,FBgn0265910
lncRNA:CR44700,lncRNA:CR44700,ncRNA,451,FBgn0265911
CG15429,CG15429,protein_coding,943,FBgn0031596
lncRNA:CR45363,lncRNA:CR45363,ncRNA,2854,FBgn0266903
Traf4,Traf4,protein_coding,3225,FBgn0026319
CG17612,CG17612,protein_coding,1979,FBgn0031597
Vps53,Vps53,protein_coding,2960,FBgn0031598
Psf2,Psf2,protein_coding,868,FBgn0261976
Tps1,Tps1,protein_coding,2920,FBgn0027560
CG3652,CG3652,protein_coding,867,FBgn0031600
l(2)k05819,l(2)k05819,protein_coding,5246,FBgn0022153
CG33003,CG33003,protein_coding,2033,FBgn0053003
Dim1,Dim1,protein_coding,606,FBgn0031601
CG15431,CG15431,protein_coding,6408,FBgn0031602
CG43055,CG43055,protein_coding,603,FBgn0262357
tRNA:Trp-CCA-2-1,tRNA:Trp-CCA-2-1,tRNA,72,FBgn0051963
CG34177,CG34177,protein_coding,882,FBgn0085206
CG34178,CG34178,protein_coding,940,FBgn0085207
CG43056,CG43056,protein_coding,303,FBgn0262358
Sfp24F,Sfp24F,protein_coding,578,FBgn0259958
CG15432,CG15432,protein_coding,634,FBgn0031603
morgue,morgue,protein_coding,1749,FBgn0027609
Elp3,Elp3,protein_coding,1863,FBgn0031604
MFS18,MFS18,protein_coding,1846,FBgn0025684
CG15439,CG15439,protein_coding,3335,FBgn0031606
Secp43,Secp43,protein_coding,1224,FBgn0031607
ND-B8,ND-B8,protein_coding,460,FBgn0040705
Gs1l,Gs1l,protein_coding,1259,FBgn0019982
RpL27A,RpL27A,protein_coding,633,FBgn0285948
snoRNA:Me18S-C1831,snoRNA:Me18S-C1831,snoRNA,72,FBgn0065053
mRpL27,mRpL27,protein_coding,932,FBgn0053002
CG15435,CG15435,protein_coding,1948,FBgn0031608
CG15443,CG15443,protein_coding,1731,FBgn0031609
CG15436,CG15436,protein_coding,1411,FBgn0031610
FIG4,FIG4,protein_coding,2729,FBgn0031611
ine,ine,protein_coding,3965,FBgn0011603
dpy,dpy,protein_coding,71820,FBgn0053196
HP6,HP6,protein_coding,500,FBgn0031613
lncRNA:CR43716,lncRNA:CR43716,ncRNA,647,FBgn0263869
lncRNA:CR44609,lncRNA:CR44609,ncRNA,1255,FBgn0265820
lncRNA:CR45452,lncRNA:CR45452,ncRNA,462,FBgn0267008
BG642163,BG642163,protein_coding,1519,FBgn0083938
CG15635,CG15635,protein_coding,3532,FBgn0031617
CG43798,CG43798,protein_coding,747,FBgn0264342
CG3355,CG3355,protein_coding,1414,FBgn0031619
lncRNA:TS6,lncRNA:TS6,ncRNA,732,FBgn0284415
CG11929,CG11929,protein_coding,3034,FBgn0031620
Bsg25A,Bsg25A,protein_coding,1352,FBgn0000227
Elba3,Elba3,protein_coding,1446,FBgn0031621
CG3251,CG3251,protein_coding,1685,FBgn0031622
CG34351,CG34351,protein_coding,3223,FBgn0085380
Taf12L,Taf12L,protein_coding,591,FBgn0031623
CG15631,CG15631,protein_coding,1995,FBgn0031626
fipi,fipi,protein_coding,2672,FBgn0031627
CG42523,CG42523,protein_coding,995,FBgn0260428
CG3294,CG3294,protein_coding,1541,FBgn0031628
slf,slf,protein_coding,1652,FBgn0287234
